Id,SalePrice
1461,124516.54
1462,155951.3
1463,179840.48
1464,183971.89
1465,204374.62
1466,172579.72
1467,159517.14
1468,162800.5
1469,187299.86
1470,131332.94
1471,200610.22
1472,94491.08
1473,92892.875
1474,154672.19
1475,137539.12
1476,391368.22
1477,261506.48
1478,301440.12
1479,287267.06
1480,459209.9
1481,312150.97
1482,210340.8
1483,156583.48
1484,168787.47
1485,185931.67
1486,191565.97
1487,347609.88
1488,237796.23
1489,212350.56
1490,212427.25
1491,191341.38
1492,89627.39
1493,191687.28
1494,282067.47
1495,277365.03
1496,226998.64
1497,182792.9
1498,170105.86
1499,171179.48
1500,150582.27
1501,160283.83
1502,166403.27
1503,281502.56
1504,228604.16
1505,220458.05
1506,182942.11
1507,229631.38
1508,200058.78
1509,167672.66
1510,139362.0
1511,140175.25
1512,171540.06
1513,145307.67
1514,152990.86
1515,193469.97
1516,171754.33
1517,157617.08
1518,136752.84
1519,233616.97
1520,129266.695
1521,130629.32
1522,168779.47
1523,109429.72
1524,128064.375
1525,127234.61
1526,123162.69
1527,111654.96
1528,134666.06
1529,141082.44
1530,174434.44
1531,114691.39
1532,103078.336
1533,135026.84
1534,119125.18
1535,150139.48
1536,109355.42
1537,74960.17
1538,189090.08
1539,225224.06
1540,103612.19
1541,137047.83
1542,125544.64
1543,213252.53
1544,82953.02
1545,100018.914
1546,128292.586
1547,131885.0
1548,128267.04
1549,108560.39
1550,133334.27
1551,114430.86
1552,129123.016
1553,159785.61
1554,110165.695
1555,167029.69
1556,79905.25
1557,105877.84
1558,99588.72
1559,83086.11
1560,138443.3
1561,136264.88
1562,132198.64
1563,122967.13
1564,154364.86
1565,149703.3
1566,231786.39
1567,85698.336
1568,216174.78
1569,155271.39
1570,147626.34
1571,125933.54
1572,140487.19
1573,256642.27
1574,119229.79
1575,229394.52
1576,222063.03
1577,196199.97
1578,148532.03
1579,146410.53
1580,191863.1
1581,145633.75
1582,127312.39
1583,329205.0
1584,232490.72
1585,143177.6
1586,72097.625
1587,108752.27
1588,149645.2
1589,103962.02
1590,137220.38
1591,96700.12
1592,117690.03
1593,134319.39
1594,118661.33
1595,112189.055
1596,229617.72
1597,187730.0
1598,213108.92
1599,202183.3
1600,195589.6
1601,76903.12
1602,120004.21
1603,97455.38
1604,284575.66
1605,232081.72
1606,160658.42
1607,175969.98
1608,195942.75
1609,194649.61
1610,145597.89
1611,147207.89
1612,170011.2
1613,157681.14
1614,121593.76
1615,86571.82
1616,71021.164
1617,92018.54
1618,122779.0
1619,144881.72
1620,140422.55
1621,129282.9
1622,141533.14
1623,309832.3
1624,207733.48
1625,132890.98
1626,163341.05
1627,184296.17
1628,270933.66
1629,184640.0
1630,388251.5
1631,217702.25
1632,246490.94
1633,175556.4
1634,184427.14
1635,178347.89
1636,154972.8
1637,170324.4
1638,216889.52
1639,176688.45
1640,272451.1
1641,176883.81
1642,215150.31
1643,215776.17
1644,221011.08
1645,180010.92
1646,153142.89
1647,167413.52
1648,127004.14
1649,136799.42
1650,116182.67
1651,118455.64
1652,96609.555
1653,95257.4
1654,157127.89
1655,160250.92
1656,146863.61
1657,149376.39
1658,156460.97
1659,146403.92
1660,156396.39
1661,432429.44
1662,422988.78
1663,408274.8
1664,398264.56
1665,311158.16
1666,327005.94
1667,373024.34
1668,326643.28
1669,295250.4
1670,369602.44
1671,249197.8
1672,442786.4
1673,290780.03
1674,241750.23
1675,177073.97
1676,180691.62
1677,199600.69
1678,464713.03
1679,390363.2
1680,325941.12
1681,273943.7
1682,310092.22
1683,175055.95
1684,177554.22
1685,178824.22
1686,172039.16
1687,178558.44
1688,185456.78
1689,190216.47
1690,190895.64
1691,186916.36
1692,263883.94
1693,179282.45
1694,179899.67
1695,169690.11
1696,259572.78
1697,170349.86
1698,355146.06
1699,307639.06
1700,252259.22
1701,256773.78
1702,266844.9
1703,245503.36
1704,302305.75
1705,240126.6
1706,414744.94
1707,218119.4
1708,198075.88
1709,278834.9
1710,238411.58
1711,238302.17
1712,265832.8
1713,256798.38
1714,212916.9
1715,202474.55
1716,183165.9
1717,178758.33
1718,138326.81
1719,203446.42
1720,254343.7
1721,176198.88
1722,135344.95
1723,158561.08
1724,216363.25
1725,243033.16
1726,189776.33
1727,152478.17
1728,186837.45
1729,160475.75
1730,163908.33
1731,119950.58
1732,131066.414
1733,120286.68
1734,119479.7
1735,143556.11
1736,116870.43
1737,345534.34
1738,201929.52
1739,305425.8
1740,223877.98
1741,189973.83
1742,160283.83
1743,173313.11
1744,295484.72
1745,221893.22
1746,244598.12
1747,236454.42
1748,225512.95
1749,151962.6
1750,126434.42
1751,249878.23
1752,125511.01
1753,137239.4
1754,212915.38
1755,166473.53
1756,124305.125
1757,122214.766
1758,143659.8
1759,162978.36
1760,161098.1
1761,137022.62
1762,175298.31
1763,171645.33
1764,120646.055
1765,173188.92
1766,177025.28
1767,208381.19
1768,145698.83
1769,177377.83
1770,149917.48
1771,131408.83
1772,138459.86
1773,121822.64
1774,135287.88
1775,138301.9
1776,140637.3
1777,112484.82
1778,144252.14
1779,128060.68
1780,177992.3
1781,130371.56
1782,94031.6
1783,131282.95
1784,103355.086
1785,124126.03
1786,153187.31
1787,168408.23
1788,75698.55
1789,116152.586
1790,87766.5
1791,177635.55
1792,150855.5
1793,121077.02
1794,147545.23
1795,132747.56
1796,144384.7
1797,125995.17
1798,124724.06
1799,119965.8
1800,146356.69
1801,124304.68
1802,136609.56
1803,148782.22
1804,144515.89
1805,143059.72
1806,119081.836
1807,133735.55
1808,132071.23
1809,128234.945
1810,138940.11
1811,106846.46
1812,95745.15
1813,113123.36
